Course name,Course link,Cover image,Institution,Verified,Start date,Self Paced,Video link,Short description,Course provider image(LOGO),Enroll now link,About course,Overall rating,All reviews,Instructor name,instructor details,Instructor photo,Course price,length,Effort,Subject,Level,Video transcript,Languages
"Proyecto Final, ""e-Learning""",https://www.edx.org/course/proyecto-final-e-learning-galileox-cet004x,Images/https://www.edx.org/sites/default/files/course/image/promoted/course-project_378x225.jpg,GalileoX,Yes,,Yes,Missing,El proyecto desafía intelectualmente al estudiante y le permite demostrar las habilidades y competencias adquiridas.,https://www.edx.org/sites/default/files/school/image/galileox-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AGalileoX%2BCET004X%2B2T2017&enrollment_action=enroll&email_opt_in=true,"El proyecto desafía intelectualmente al estudiante y le permite demostrar las habilidades y competencias adquiridas a través del “Diseño y desarrollo de un objeto virtual de aprendizaje como estrategia para apoyar un proceso de enseñanza  enriquecido  por el uso de las TICs.” El estudiante aplica conocimientos de diseño instruccional, integra tecnología, usa herramientas web 2.0 emergentes, aprovecha  las ventajas y características de un recurso multimedia, los fundamentos de una e-actividad efectiva, y la implementación en un LMS, para desarrollar un objeto virtual de aprendizaje integral que considera tanto aspectos de evaluación y medición de impacto como los estándares de calidad indispensables.
e-Learning”",2.5/5,1 Reviews,Rocael Hernández Ph.D.,"Director del Departamento GES y del Proyecto Telescopio
Universidad Galileo",None,FREE,3 semanas,4-5 horas por semana,Education & Teacher Training,Intermediate,Español,Español
,,,,,,,,,,,,,,,,,,,,,,,
Vocal Recording Technology,https://www.edx.org/course/vocal-recording-technology-berkleex-bmpr365x-3,Images/https://www.edx.org/sites/default/files/course/image/promoted/edx_berklee-banner-378x225_0.jpg,BerkleeX,Yes,,Yes,Missing,"Explore emerging innovations in vocal production, audio engineering, recording, and mixing.",https://www.edx.org/sites/default/files/school/image/berkleex-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABerkleeX%2BBMPR365x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"We are in the midst of an explosion of musical creativity as a result of technologies that allow you to record music using your laptop or tablet. Whether you are a singer, music producer, audio engineer, or just someone that likes to make good music with vocals, it is essential to have an understanding of vocal technologies for music production.",0/5,0 Reviews,Prince Charles Alexander,"Professor, Music Production and Engineering
Berklee College of Music",None,FREE,6 weeks,5 hours per week,Engineering,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Introduction to the Music Business,https://www.edx.org/course/introduction-music-business-berkleex-mb110x-9,Images/https://www.edx.org/sites/default/files/course/image/promoted/mb110x_378.jpg,BerkleeX,Yes,,Yes,Missing,"Learn the latest about the rapidly changing music industry from recording, publishing, and distribution to legal issues confronting music commerce.",https://www.edx.org/sites/default/files/school/image/berkleex-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABerkleeX%2BMB110x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Three things are clear about today’s music industry: The consumption of music is expanding at the greatest rate in history and from the most portals ever imagined, the cost of producing music is decreasing, and the number of artists creating and seeking to expose their work and develop careers through the Internet has increased dramatically. As demand grows and Internet piracy wanes, ad-supported and subscription models will generate unprecedented revenues that will surpass even the best of past earnings. And, many astute “music industry-watchers” predict a steep rise in business activity and trade earnings by the end of the decade.",04-May,14 Reviews,John P. Kellogg,"Assistant Chair of Music Business Management
Berklee College of Music",None,FREE,6 weeks,5 hours per week,Business & Management,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
Music For Wellness,https://www.edx.org/course/music-wellness-berkleex-omthr-001x-2,Images/https://www.edx.org/sites/default/files/course/image/promoted/berklee_4360_378x225.jpg,BerkleeX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/berklee_4360_318x210.jpg?itok=s1Xu8aL4,"Learn how music can help reduce stress and improve your health, and well-being.",https://www.edx.org/sites/default/files/school/image/berkleex-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABerkleeX%2BOMTHR-001x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"You love music. You listen to music all the time. Maybe you sing, play an instrument, or compose music. You don’t need to have musical talent to use music to enhance your well being, and even your health.
Learn simple techniques to enrich your mind, body, and spirit through music. The methods can be applied in your daily life, particularly when you are feeling down or stressed out. Developed by a board-certified music therapist and a vocalist/pianist/composer/recording artist specializing in Indian music, these strategies combine science with the wisdom of Eastern philosophy.",3.5/5,4 Reviews,Suzanne Hanser,"Founding Chair of the Music Therapy Department
Berklee College of Music",None,FREE,4 weeks,5 hours per week,Humanities,Introductory,English,English
,,,,,,,,,,,,,,,,,,,,,,,
"Smart Cities, Management of Smart Urban Infrastructures",https://www.edx.org/course/smart-cities-management-smart-urban-epflx-mui2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/smartcitiesbig-378225.jpg,EPFLx,Yes,,Yes,Missing,"In the era of Smart Cities, learn the principles of urban infrastructure management and find ways to incorporate smart technologies into legacy infrastructures.",https://www.edx.org/sites/default/files/school/image/banner/epfl_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AEPFLx%2BSmartCitiesX%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Over the past few years, advancements in the Information and Communication Technologies (ICTs) have significantly challenged the traditionally stable landscape of urban infrastructure services. The result is an increasing interest in the transitioning of cities towards so-called “smart cities” – an interest expressed both by technology vendors and public authorities. Although such “smart technologies” can provide immense opportunities for citizens and for service providers alike, the ICTs often act as disruptive innovators of urban infrastructure service provision.",0/5,0 Reviews,Matthias Finger,"Professor of Management of Network Industries
EPFL",None,FREE,5 weeks,3-4 hours per week,Business & Management,Introductory,"English, Français",English
,,,,,,,,,,,,,,,,,,,,,,,
Urban Infrastructure Management,https://www.edx.org/course/urban-infrastructure-management-epflx-mui1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/urban_infrastructure_big-378225.jpg,EPFLx,Yes,,Yes,https://webview.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/urban_infrastructure_big-318210.jpg?itok=Hw9cLuu7,Learn the principles of managing urban infrastructure systems – the complex socio-technical systems that provide basic services to more than 50% of the world’s population.,https://webview.edx.org/sites/default/files/school/image/banner/epfl_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AEPFLx%2BUrbanInfrastructuresX%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course will teach you about the management and governance of infrastructures.
As cities are currently hosts to half of the world’s population, the role played by urban infrastructures in the delivery of services (such as energy, transport and water) becomes crucial. The management and governance of such complex socio-technical systems becomes vital to ensuring their performance.",0/5,0 Reviews,Matthias Finger,"Professor of Management of Network Industries
EPFL",None,FREE,5 weeks,2-3 hours per week,Business & Management,Introductory,"English, Français",English
,,,,,,,,,,,,,,,,,,,,,,,
Statistics and R,https://www.edx.org/course/statistics-r-harvardx-ph525-1x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/statistics-and-r-for-the-life-sciences_378x225.jpg,HarvardX,Yes,,Yes,Missing,An introduction to basic statistical concepts and R programming skills necessary for analyzing data in the life sciences.,https://webview.edx.org/sites/default/files/school/image/banner/harvard_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AHarvardX%2BPH525.1x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"We will learn the basics of statistical inference in order to understand and compute p-values and confidence intervals, all while analyzing data with R. We provide R programming examples in a way that will help make the connection between concepts and implementation. Problem sets requiring R programming will be used to test understanding and ability to implement basic data analyses. We will use visualization techniques to explore new data sets and determine the most appropriate approach. We will describe robust statistical techniques as alternatives when data do not fit assumptions required by the standard approaches. By using R scripts to analyze data, you will learn the basics of conducting reproducible research.
PH525.1x: Statistics and R for the Life Sciences
PH525.2x: Introduction to Linear Models and Matrix Algebra
PH525.3x: Statistical Inference and Modeling for High-throughput Experiments
PH525.4x: High-Dimensional Data Analysis
PH525.5x: Introduction to Bioconductor: annotation and analysis of genomes and genomic assays 
PH525.6x: High-performance computing for reproducible genomics
PH525.7x: Case studies in functional genomics
This class was supported in part by NIH grant R25GM114818.
HarvardX requires individuals who enroll in its courses on edX to abide by the terms of the edX honor code. HarvardX will take appropriate corrective action in response to violations of the edX honor code, which may include dismissal from the HarvardX course; revocation of any certificates received for the HarvardX course; or other remedies as circumstances warrant. No refunds will be issued in the case of corrective action for such violations. Enrollees who are taking HarvardX courses as part of another program will also be governed by the academic policies of those programs.
HarvardX pursues the science of learning. By registering as an online learner in an HX course, you will also participate in research about learning. Read our research statement to learn more.
Harvard University and HarvardX are committed to maintaining a safe and healthy educational and work environment in which no member of the community is excluded from participation in, denied the benefits of, or subjected to discrimination or harassment in our program. All members of the HarvardX community are expected to abide by Harvard policies on nondiscrimination, including sexual harassment, and the edX Terms of Service. If you have any questions or concerns, please contact harvardx@harvard.edu and/or report your experience through the edX contact form.",3.5/5,12 Reviews,Rafael Irizarry,"Professor of Biostatistics
Harvard University",None,FREE,4 weeks,2-4 hours per week,Biology & Life Sciences,Intermediate,English,English
